sale_id,transaction_id,line_number,customer_id,product_id,transaction_date,quantity,unit_price,discount_amount,tax_amount,payment_method,channel,store_id
STG-0007368,TXN-0005108,1,CUST-00240,PROD-0077,2022-06-11,1,87.25,17.45,6.04,Credit Card,Mobile App,
STG-0007369,TXN-0005109,1,CUST-00026,PROD-0040,2024-03-10,2,73.84,7.38,13.96,Credit Card,Online,
STG-0007370,TXN-0005109,2,CUST-00026,PROD-0035,2024-03-10,3,35.43,0.0,6.96,Credit Card,Online,
STG-0007371,TXN-0005109,3,CUST-00026,PROD-0097,2024-03-10,2,63.39,6.34,7.74,Credit Card,Online,
STG-0007372,TXN-0005110,1,CUST-00369,PROD-0094,2022-04-18,1,29.36,0.0,2.2,PayPal,Mobile App,
STG-0007373,TXN-0005111,1,CUST-00457,PROD-0054,2023-09-08,1,54.35,0.0,3.67,Debit Card,Online,
STG-0007374,TXN-0005112,1,CUST-00422,PROD-0089,2023-11-16,1,17.1,1.71,1.07,Debit Card,Online,
STG-0007375,TXN-0005113,1,CUST-00050,PROD-0054,2024-01-07,1,53.25,10.65,3.46,Credit Card,In-Store,STORE-001
STG-0007376,TXN-0005114,1,CUST-00117,PROD-0052,2024-02-24,1,38.11,0.0,2.39,PayPal,Online,
STG-0007377,TXN-0005114,2,CUST-00117,PROD-0025,2024-02-24,1,334.38,0.0,33.4,PayPal,Online,
STG-0007378,TXN-0005115,1,CUST-00119,PROD-0052,2023-03-22,1,37.15,0.0,2.82,Credit Card,In-Store,STORE-007
STG-0007379,TXN-0005116,1,CUST-00132,PROD-0061,2024-03-09,1,134.52,0.0,9.21,PayPal,In-Store,STORE-010
STG-0007380,TXN-0005117,1,CUST-00260,PROD-0004,2022-04-15,3,873.19,130.98,168.86,Apple Pay,In-Store,STORE-007
STG-0007381,TXN-0005117,2,CUST-00260,PROD-0053,2022-04-15,2,29.65,5.93,5.05,Apple Pay,In-Store,STORE-007
STG-0007382,TXN-0005118,1,CUST-00054,PROD-0084,2023-10-23,1,37.05,3.71,3.27,Credit Card,In-Store,STORE-007
STG-0007383,TXN-0005119,1,CUST-00421,PROD-0077,2023-06-21,1,86.51,0.0,5.42,Apple Pay,Mobile App,
STG-0007384,TXN-0005120,1,CUST-00173,PROD-0072,2022-09-25,2,310.2,31.02,56.91,PayPal,In-Store,STORE-002
STG-0007385,TXN-0005121,1,CUST-00266,PROD-0093,2023-03-10,2,26.37,0.0,3.76,Credit Card,Mobile App,
STG-0007386,TXN-0005121,2,CUST-00266,PROD-0003,2023-03-10,1,377.99,56.7,28.68,Credit Card,Mobile App,
STG-0007387,TXN-0005121,3,CUST-00266,PROD-0063,2023-03-10,2,47.07,0.0,6.03,Credit Card,Mobile App,
STG-0007388,TXN-0005122,1,CUST-00222,PROD-0085,2023-01-30,2,37.25,0.0,5.66,PayPal,In-Store,STORE-004
STG-0007389,TXN-0005123,1,CUST-00493,PROD-0062,2023-01-31,2,109.12,10.91,19.27,Apple Pay,Online,
STG-0007390,TXN-0005124,1,CUST-00454,PROD-0041,2024-11-06,2,157.24,31.45,19.48,Debit Card,Online,
STG-0007391,TXN-0005125,1,CUST-00054,PROD-0023,2023-07-13,2,251.92,0.0,43.18,Debit Card,Mobile App,
STG-0007392,TXN-0005126,1,CUST-00234,PROD-0092,2023-02-11,1,25.01,1.25,2.2,Credit Card,In-Store,STORE-002
STG-0007393,TXN-0005126,2,CUST-00234,PROD-0056,2023-02-11,1,47.0,0.0,4.51,Credit Card,In-Store,STORE-002
STG-0007394,TXN-0005127,1,CUST-00406,PROD-0091,2023-02-11,1,34.83,3.48,2.84,Debit Card,In-Store,STORE-008
STG-0007395,TXN-0005128,1,CUST-00261,PROD-0066,2023-10-27,3,487.38,0.0,137.74,Credit Card,Mobile App,
STG-0007396,TXN-0005129,1,CUST-00465,PROD-0076,2022-03-25,1,38.93,3.89,2.29,Debit Card,Online,
STG-0007397,TXN-0005129,2,CUST-00465,PROD-0086,2022-03-25,5,22.02,0.0,9.46,Debit Card,Online,
STG-0007398,TXN-0005130,1,CUST-00368,PROD-0075,2024-04-06,1,90.31,0.0,6.76,PayPal,Online,
STG-0007399,TXN-0005130,2,CUST-00368,PROD-0049,2024-04-06,1,233.57,0.0,21.51,PayPal,Online,
STG-0007400,TXN-0005131,1,CUST-00011,PROD-0059,2022-11-23,4,89.81,0.0,28.75,Debit Card,In-Store,STORE-002
STG-0007401,TXN-0005132,1,CUST-00035,PROD-0086,2024-04-11,1,22.35,4.47,1.53,Credit Card,In-Store,STORE-009
STG-0007402,TXN-0005133,1,CUST-00493,PROD-0046,2023-07-16,1,145.43,7.27,12.05,Debit Card,Online,
STG-0007403,TXN-0005134,1,CUST-00233,PROD-0047,2024-12-05,1,120.76,0.0,10.34,Cash,In-Store,STORE-007
STG-0007404,TXN-0005135,1,CUST-00466,PROD-0017,2022-04-13,1,935.81,0.0,59.27,Credit Card,In-Store,STORE-003
STG-0007405,TXN-0005136,1,CUST-00146,PROD-0094,2024-01-09,1,29.56,5.91,2.22,PayPal,Online,
STG-0007406,TXN-0005136,2,CUST-00146,PROD-0016,2024-01-09,1,1405.13,0.0,135.28,PayPal,Online,
STG-0007407,TXN-0005137,1,CUST-00237,PROD-0074,2024-07-25,2,146.01,0.0,17.82,Debit Card,In-Store,STORE-004
STG-0007408,TXN-0005138,1,CUST-00057,PROD-0050,2024-08-20,1,171.25,0.0,14.1,PayPal,Online,
STG-0007409,TXN-0005139,1,CUST-00491,PROD-0050,2022-12-04,4,176.42,105.85,52.28,Debit Card,In-Store,STORE-006
STG-0007410,TXN-0005140,1,CUST-00454,PROD-0077,2023-12-01,1,84.29,8.43,4.96,PayPal,In-Store,STORE-006
STG-0007411,TXN-0005140,2,CUST-00454,PROD-0012,2023-12-01,3,1392.69,208.9,366.19,PayPal,In-Store,STORE-006
STG-0007412,TXN-0005141,1,CUST-00185,PROD-0067,2024-12-30,1,304.69,15.23,28.22,PayPal,Online,
STG-0007413,TXN-0005142,1,CUST-00185,PROD-0084,2024-05-08,1,38.39,5.76,3.16,Credit Card,In-Store,STORE-002
STG-0007414,TXN-0005142,2,CUST-00185,PROD-0088,2024-05-08,1,21.57,0.0,1.87,Credit Card,In-Store,STORE-002
STG-0007415,TXN-0005143,1,CUST-00081,PROD-0027,2022-06-16,1,144.66,0.0,9.47,Apple Pay,In-Store,STORE-007
STG-0007416,TXN-0005144,1,CUST-00089,PROD-0092,2022-01-25,5,25.1,6.28,9.07,Credit Card,In-Store,STORE-003
STG-0007417,TXN-0005145,1,CUST-00054,PROD-0074,2024-09-23,1,139.07,13.91,11.62,PayPal,Online,
STG-0007418,TXN-0005146,1,CUST-00054,PROD-0091,2024-12-02,1,34.39,0.0,3.02,Debit Card,Mobile App,
STG-0007419,TXN-0005147,1,CUST-00382,PROD-0057,2024-10-08,1,49.61,2.48,3.44,Cash,In-Store,STORE-009
STG-0007420,TXN-0005148,1,CUST-00310,PROD-0062,2024-11-06,1,113.36,22.67,6.0,Credit Card,In-Store,STORE-010
STG-0007421,TXN-0005148,2,CUST-00310,PROD-0094,2024-11-06,2,30.28,0.0,5.81,Credit Card,In-Store,STORE-010
STG-0007422,TXN-0005149,1,CUST-00097,PROD-0093,2023-05-13,1,26.88,4.03,2.23,Credit Card,In-Store,STORE-004
STG-0007423,TXN-0005150,1,CUST-00128,PROD-0053,2023-01-10,1,30.01,1.5,1.84,Cash,In-Store,STORE-001
STG-0007424,TXN-0005151,1,CUST-00109,PROD-0036,2024-09-26,1,29.61,0.0,2.55,Credit Card,Mobile App,
STG-0007425,TXN-0005152,1,CUST-00189,PROD-0048,2024-07-14,1,234.78,0.0,19.04,Apple Pay,In-Store,STORE-001
STG-0007426,TXN-0005153,1,CUST-00239,PROD-0047,2022-07-11,1,122.35,12.23,9.33,Debit Card,In-Store,STORE-003
STG-0007427,TXN-0005154,1,CUST-00092,PROD-0037,2022-08-17,2,74.41,0.0,13.88,Cash,Online,
STG-0007428,TXN-0005155,1,CUST-00368,PROD-0036,2024-04-13,4,29.96,0.0,10.76,Credit Card,In-Store,STORE-010
STG-0007429,TXN-0005156,1,CUST-00371,PROD-0090,2023-12-11,3,19.45,0.0,3.71,Credit Card,Online,
STG-0007430,TXN-0005157,1,CUST-00409,PROD-0012,2024-02-20,2,1431.75,143.18,197.21,Apple Pay,In-Store,STORE-007
STG-0007431,TXN-0005157,2,CUST-00409,PROD-0076,2024-02-20,2,39.55,7.91,6.45,Apple Pay,In-Store,STORE-007
STG-0007432,TXN-0005158,1,CUST-00410,PROD-0027,2024-03-07,3,150.47,22.57,32.36,Credit Card,Mobile App,
STG-0007433,TXN-0005158,2,CUST-00410,PROD-0043,2024-03-07,1,161.64,24.25,9.29,Credit Card,Mobile App,
STG-0007434,TXN-0005158,3,CUST-00410,PROD-0011,2024-03-07,1,1304.35,0.0,110.37,Credit Card,Mobile App,
STG-0007435,TXN-0005159,1,CUST-00084,PROD-0036,2024-10-23,1,30.31,0.0,2.91,PayPal,In-Store,STORE-008
STG-0007436,TXN-0005160,1,CUST-00352,PROD-0083,2023-02-01,1,38.39,0.0,2.59,Debit Card,In-Store,STORE-002
STG-0007437,TXN-0005161,1,CUST-00124,PROD-0092,2024-04-17,1,24.49,4.9,1.81,Cash,In-Store,STORE-008
STG-0007438,TXN-0005162,1,CUST-00497,PROD-0032,2023-08-23,2,86.59,8.66,10.13,Credit Card,Online,
STG-0007439,TXN-0005162,2,CUST-00497,PROD-0055,2023-08-23,1,133.06,26.61,6.91,Credit Card,Online,
STG-0007440,TXN-0005163,1,CUST-00227,PROD-0056,2024-08-24,1,47.52,0.0,4.32,Credit Card,In-Store,STORE-008
STG-0007441,TXN-0005164,1,CUST-00363,PROD-0091,2024-06-01,3,35.22,15.85,8.66,PayPal,In-Store,STORE-002
STG-0007442,TXN-0005165,1,CUST-00306,PROD-0083,2024-06-18,1,38.79,0.0,2.44,Credit Card,Online,
STG-0007443,TXN-0005166,1,CUST-00454,PROD-0059,2023-10-24,5,87.19,0.0,26.44,Cash,In-Store,STORE-001
STG-0007444,TXN-0005167,1,CUST-00132,PROD-0076,2024-06-29,1,39.28,0.0,3.26,Credit Card,In-Store,STORE-008
STG-0007445,TXN-0005168,1,CUST-00287,PROD-0089,2024-03-30,1,16.79,0.0,1.34,Apple Pay,Online,
STG-0007446,TXN-0005168,2,CUST-00287,PROD-0002,2024-03-30,1,921.06,138.16,48.21,Apple Pay,Online,
STG-0007447,TXN-0005169,1,CUST-00222,PROD-0049,2024-03-10,1,234.41,0.0,22.3,Apple Pay,In-Store,STORE-005
STG-0007448,TXN-0005169,2,CUST-00222,PROD-0093,2024-03-10,5,26.74,6.68,8.3,Apple Pay,In-Store,STORE-005
STG-0007449,TXN-0005169,3,CUST-00222,PROD-0081,2024-03-10,5,39.56,29.67,14.16,Apple Pay,In-Store,STORE-005
STG-0007450,TXN-0005170,1,CUST-00475,PROD-0062,2022-08-29,1,108.8,10.88,8.85,Credit Card,Online,
STG-0007451,TXN-0005170,2,CUST-00475,PROD-0060,2022-08-29,1,33.35,0.0,2.51,Credit Card,Online,
STG-0007452,TXN-0005171,1,CUST-00363,PROD-0043,2024-12-08,1,163.65,0.0,16.35,Debit Card,Online,
STG-0007453,TXN-0005172,1,CUST-00280,PROD-0060,2024-07-19,1,33.98,0.0,2.33,Cash,Online,
STG-0007454,TXN-0005172,2,CUST-00280,PROD-0074,2024-07-19,1,142.99,0.0,11.16,Cash,Online,
STG-0007455,TXN-0005173,1,CUST-00341,PROD-0051,2022-04-05,1,175.66,0.0,14.18,Apple Pay,In-Store,STORE-001
STG-0007456,TXN-0005174,1,CUST-00233,PROD-0079,2023-04-21,2,60.14,0.0,9.98,Apple Pay,Mobile App,
STG-0007457,TXN-0005175,1,CUST-00256,PROD-0090,2023-05-04,2,19.48,1.95,3.14,Debit Card,Online,
STG-0007458,TXN-0005176,1,CUST-00450,PROD-0025,2024-01-18,1,338.85,0.0,30.58,Credit Card,In-Store,STORE-001
STG-0007459,TXN-0005176,2,CUST-00450,PROD-0054,2024-01-18,2,51.31,5.13,6.04,Credit Card,In-Store,STORE-001
STG-0007460,TXN-0005177,1,CUST-00065,PROD-0050,2024-06-18,1,176.94,0.0,16.08,Debit Card,Mobile App,
STG-0007461,TXN-0005177,2,CUST-00065,PROD-0077,2024-06-18,1,85.13,0.0,8.16,Debit Card,Mobile App,
STG-0007462,TXN-0005178,1,CUST-00146,PROD-0034,2024-12-28,4,50.68,20.27,14.34,Apple Pay,In-Store,STORE-004
STG-0007463,TXN-0005178,2,CUST-00146,PROD-0073,2024-12-28,1,148.38,0.0,9.71,Apple Pay,In-Store,STORE-004
STG-0007464,TXN-0005179,1,CUST-00138,PROD-0091,2022-07-26,1,35.29,1.76,3.07,Credit Card,Online,
STG-0007465,TXN-0005180,1,CUST-00109,PROD-0051,2024-01-15,1,175.15,0.0,15.03,Cash,In-Store,STORE-009
STG-0007466,TXN-0005181,1,CUST-00017,PROD-0093,2022-06-12,1,26.37,0.0,2.29,Debit Card,Online,
STG-0007467,TXN-0005181,2,CUST-00017,PROD-0100,2022-06-12,2,38.3,7.66,6.67,Debit Card,Online,
STG-0007468,TXN-0005181,3,CUST-00017,PROD-0019,2022-06-12,1,918.33,45.92,70.29,Debit Card,Online,
STG-0007469,TXN-0005182,1,CUST-00069,PROD-0033,2023-03-03,2,40.6,0.0,6.61,Debit Card,In-Store,STORE-002
STG-0007470,TXN-0005183,1,CUST-00227,PROD-0096,2023-11-30,1,68.11,0.0,5.78,Debit Card,In-Store,STORE-010
STG-0007471,TXN-0005183,2,CUST-00227,PROD-0097,2023-11-30,4,63.37,12.67,20.56,Debit Card,In-Store,STORE-010
STG-0007472,TXN-0005184,1,CUST-00011,PROD-0017,2024-11-23,1,915.16,0.0,79.62,Debit Card,In-Store,STORE-001
STG-0007473,TXN-0005184,2,CUST-00011,PROD-0003,2024-11-23,1,379.67,56.95,20.69,Debit Card,In-Store,STORE-001
STG-0007474,TXN-0005185,1,CUST-00246,PROD-0026,2022-08-02,3,94.87,0.0,24.54,Apple Pay,Mobile App,
STG-0007475,TXN-0005186,1,CUST-00179,PROD-0100,2023-01-30,2,38.23,0.0,4.84,Credit Card,In-Store,STORE-001
STG-0007476,TXN-0005187,1,CUST-00492,PROD-0028,2023-08-09,1,134.58,0.0,12.89,Debit Card,Online,
STG-0007477,TXN-0005188,1,CUST-00414,PROD-0058,2022-12-28,2,38.94,0.0,6.44,Credit Card,Online,
STG-0007478,TXN-0005188,2,CUST-00414,PROD-0089,2022-12-28,1,16.77,0.0,1.24,Credit Card,Online,
STG-0007479,TXN-0005188,3,CUST-00414,PROD-0004,2022-12-28,1,862.88,43.14,68.74,Credit Card,Online,
STG-0007480,TXN-0005189,1,CUST-00222,PROD-0068,2022-02-26,1,457.9,68.68,30.66,Credit Card,Mobile App,
STG-0007481,TXN-0005189,2,CUST-00222,PROD-0036,2022-02-26,2,30.89,3.09,4.64,Credit Card,Mobile App,
STG-0007482,TXN-0005190,1,CUST-00457,PROD-0090,2022-05-20,1,19.47,0.0,1.71,PayPal,In-Store,STORE-008
STG-0007483,TXN-0005190,2,CUST-00457,PROD-0037,2022-05-20,1,74.66,7.47,5.4,PayPal,In-Store,STORE-008
STG-0007484,TXN-0005191,1,CUST-00086,PROD-0077,2024-07-18,3,85.95,0.0,21.94,Credit Card,In-Store,STORE-004
STG-0007485,TXN-0005192,1,CUST-00363,PROD-0076,2024-04-19,1,41.11,0.0,3.89,PayPal,In-Store,STORE-004
STG-0007486,TXN-0005193,1,CUST-00363,PROD-0032,2023-08-16,1,86.17,12.93,7.11,Debit Card,Online,
STG-0007487,TXN-0005194,1,CUST-00180,PROD-0006,2023-01-28,1,944.19,94.42,56.07,Credit Card,Online,
STG-0007488,TXN-0005195,1,CUST-00466,PROD-0050,2022-09-29,2,176.94,0.0,22.41,Credit Card,In-Store,STORE-007
STG-0007489,TXN-0005196,1,CUST-00200,PROD-0038,2023-02-21,2,70.12,0.0,12.63,Credit Card,Online,
STG-0007490,TXN-0005196,2,CUST-00200,PROD-0086,2023-02-21,1,21.7,3.25,1.24,Credit Card,Online,
STG-0007491,TXN-0005197,1,CUST-00084,PROD-0086,2022-07-25,1,22.07,0.0,1.59,Credit Card,Online,
STG-0007492,TXN-0005197,2,CUST-00084,PROD-0054,2022-07-25,1,52.04,2.6,3.79,Credit Card,Online,
STG-0007493,TXN-0005198,1,CUST-00189,PROD-0068,2022-11-13,1,448.37,44.84,24.65,Credit Card,Mobile App,
STG-0007494,TXN-0005199,1,CUST-00222,PROD-0068,2024-05-14,1,463.46,23.17,27.68,Credit Card,In-Store,STORE-001
STG-0007495,TXN-0005200,1,CUST-00352,PROD-0088,2024-10-04,1,21.2,2.12,1.61,Credit Card,Online,
STG-0007496,TXN-0005201,1,CUST-00222,PROD-0052,2022-12-18,2,36.74,7.35,4.41,PayPal,Online,
STG-0007497,TXN-0005202,1,CUST-00383,PROD-0036,2024-07-09,2,30.3,9.09,3.31,PayPal,In-Store,STORE-008
STG-0007498,TXN-0005203,1,CUST-00229,PROD-0036,2023-11-30,1,30.65,3.06,2.27,Credit Card,In-Store,STORE-005
STG-0007499,TXN-0005203,2,CUST-00229,PROD-0061,2023-11-30,1,134.46,13.45,10.45,Credit Card,In-Store,STORE-005
STG-0007500,TXN-0005204,1,CUST-00229,PROD-0054,2022-09-10,2,51.31,0.0,9.63,Cash,Online,
STG-0007501,TXN-0005204,2,CUST-00229,PROD-0053,2022-09-10,5,29.88,7.47,10.19,Cash,Online,
STG-0007502,TXN-0005205,1,CUST-00197,PROD-0016,2024-03-21,1,1402.47,0.0,138.08,Credit Card,Mobile App,
STG-0007503,TXN-0005206,1,CUST-00019,PROD-0080,2023-01-01,4,15.99,0.0,4.84,Credit Card,Mobile App,
STG-0007504,TXN-0005207,1,CUST-00441,PROD-0031,2023-01-06,3,54.02,0.0,10.91,PayPal,Online,
STG-0007505,TXN-0005208,1,CUST-00054,PROD-0029,2024-06-01,1,79.95,8.0,5.18,Debit Card,Online,
STG-0007506,TXN-0005209,1,CUST-00007,PROD-0050,2022-06-10,3,180.12,0.0,37.6,Debit Card,In-Store,STORE-003
STG-0007507,TXN-0005209,2,CUST-00007,PROD-0033,2022-06-10,1,41.51,0.0,3.11,Debit Card,In-Store,STORE-003
STG-0007508,TXN-0005210,1,CUST-00247,PROD-0065,2022-08-23,1,113.38,0.0,7.72,Debit Card,In-Store,STORE-010
STG-0007509,TXN-0005211,1,CUST-00109,PROD-0046,2022-06-25,1,145.5,0.0,13.38,Credit Card,Online,
STG-0007510,TXN-0005212,1,CUST-00109,PROD-0054,2024-09-30,1,54.14,5.41,3.02,PayPal,Online,
STG-0007511,TXN-0005212,2,CUST-00109,PROD-0061,2024-09-30,1,137.71,13.77,11.35,PayPal,Online,
STG-0007512,TXN-0005213,1,CUST-00478,PROD-0030,2024-10-21,1,211.91,10.6,12.44,Debit Card,Online,
STG-0007513,TXN-0005213,2,CUST-00478,PROD-0025,2024-10-21,1,337.22,0.0,28.05,Debit Card,Online,
STG-0007514,TXN-0005214,1,CUST-00229,PROD-0091,2024-05-03,1,34.06,0.0,2.71,Debit Card,In-Store,STORE-009
STG-0007515,TXN-0005214,2,CUST-00229,PROD-0052,2024-05-03,1,36.43,0.0,2.75,Debit Card,In-Store,STORE-009
STG-0007516,TXN-0005214,3,CUST-00229,PROD-0050,2024-05-03,3,180.66,0.0,44.2,Debit Card,In-Store,STORE-009
STG-0007517,TXN-0005215,1,CUST-00348,PROD-0006,2024-02-16,1,958.02,0.0,70.89,PayPal,Online,
STG-0007518,TXN-0005215,2,CUST-00348,PROD-0058,2024-02-16,2,39.39,3.94,4.77,PayPal,Online,
STG-0007519,TXN-0005216,1,CUST-00242,PROD-0063,2022-02-16,5,48.59,12.15,18.95,Apple Pay,Mobile App,
STG-0007520,TXN-0005216,2,CUST-00242,PROD-0079,2022-02-16,1,58.55,0.0,5.34,Apple Pay,Mobile App,
STG-0007521,TXN-0005217,1,CUST-00247,PROD-0028,2023-09-01,1,133.19,0.0,9.49,Credit Card,In-Store,STORE-005
STG-0007522,TXN-0005218,1,CUST-00128,PROD-0035,2022-09-02,2,36.2,7.24,6.0,Apple Pay,In-Store,STORE-008
STG-0007523,TXN-0005219,1,CUST-00491,PROD-0087,2024-05-30,2,19.0,3.8,3.31,PayPal,In-Store,STORE-006
STG-0007524,TXN-0005220,1,CUST-00171,PROD-0096,2022-11-23,3,66.77,0.0,18.13,Credit Card,Online,
STG-0007525,TXN-0005221,1,CUST-00039,PROD-0023,2022-09-25,1,254.84,0.0,24.02,Credit Card,Mobile App,
STG-0007526,TXN-0005221,2,CUST-00039,PROD-0058,2022-09-25,1,40.14,0.0,2.88,Credit Card,Mobile App,
STG-0007527,TXN-0005222,1,CUST-00018,PROD-0031,2024-03-14,1,53.94,8.09,3.66,Debit Card,Online,
STG-0007528,TXN-0005223,1,CUST-00419,PROD-0010,2024-03-10,1,1007.61,0.0,75.49,Debit Card,Mobile App,
STG-0007529,TXN-0005224,1,CUST-00071,PROD-0041,2022-03-18,1,161.54,8.08,13.46,PayPal,Online,
STG-0007530,TXN-0005224,2,CUST-00071,PROD-0024,2022-03-18,1,124.17,6.21,9.73,PayPal,Online,
STG-0007531,TXN-0005225,1,CUST-00431,PROD-0079,2024-06-17,1,59.28,0.0,4.28,Credit Card,Online,
STG-0007532,TXN-0005225,2,CUST-00431,PROD-0061,2024-06-17,1,134.61,26.92,10.54,Credit Card,Online,
STG-0007533,TXN-0005226,1,CUST-00363,PROD-0024,2024-05-15,1,126.62,0.0,9.89,Credit Card,Online,
STG-0007534,TXN-0005226,2,CUST-00363,PROD-0002,2024-05-15,5,932.98,233.25,359.75,Credit Card,Online,
STG-0007535,TXN-0005227,1,CUST-00192,PROD-0086,2022-11-26,2,22.63,4.53,3.1,Credit Card,In-Store,STORE-004
STG-0007536,TXN-0005228,1,CUST-00045,PROD-0027,2022-09-18,2,144.45,0.0,26.25,PayPal,Online,
STG-0007537,TXN-0005229,1,CUST-00176,PROD-0068,2022-08-15,4,447.36,0.0,168.84,Cash,Online,
STG-0007538,TXN-0005230,1,CUST-00395,PROD-0042,2022-07-08,1,106.19,5.31,6.49,Apple Pay,In-Store,STORE-006
STG-0007539,TXN-0005231,1,CUST-00464,PROD-0065,2022-03-11,1,116.86,11.69,7.64,PayPal,Online,
STG-0007540,TXN-0005232,1,CUST-00417,PROD-0040,2022-07-01,1,73.45,3.67,6.66,Credit Card,In-Store,STORE-007
STG-0007541,TXN-0005232,2,CUST-00417,PROD-0015,2022-07-01,3,812.75,0.0,186.8,Credit Card,In-Store,STORE-007
STG-0007542,TXN-0005232,3,CUST-00417,PROD-0032,2022-07-01,4,89.92,0.0,32.74,Credit Card,In-Store,STORE-007
STG-0007543,TXN-0005233,1,CUST-00229,PROD-0029,2022-01-24,3,77.52,0.0,22.53,Apple Pay,Mobile App,
STG-0007544,TXN-0005233,2,CUST-00229,PROD-0052,2022-01-24,1,38.23,1.91,3.34,Apple Pay,Mobile App,
STG-0007545,TXN-0005234,1,CUST-00092,PROD-0075,2022-10-15,3,93.19,0.0,22.06,Apple Pay,Online,
STG-0007546,TXN-0005235,1,CUST-00218,PROD-0035,2022-12-24,1,37.11,1.86,3.14,Credit Card,In-Store,STORE-006
STG-0007547,TXN-0005235,2,CUST-00218,PROD-0003,2022-12-24,5,383.6,0.0,162.54,Credit Card,In-Store,STORE-006
STG-0007548,TXN-0005236,1,CUST-00105,PROD-0060,2022-09-30,2,34.49,0.0,6.56,Debit Card,Online,
STG-0007549,TXN-0005236,2,CUST-00105,PROD-0068,2022-09-30,1,447.77,0.0,28.79,Debit Card,Online,
STG-0007550,TXN-0005236,3,CUST-00105,PROD-0097,2022-09-30,1,61.15,3.06,4.4,Debit Card,Online,
STG-0007551,TXN-0005237,1,CUST-00240,PROD-0066,2022-01-04,1,466.53,23.33,35.62,Credit Card,Mobile App,
STG-0007552,TXN-0005237,2,CUST-00240,PROD-0056,2022-01-04,3,46.37,0.0,9.36,Credit Card,Mobile App,
STG-0007553,TXN-0005237,3,CUST-00240,PROD-0064,2022-01-04,1,18.63,0.93,1.1,Credit Card,Mobile App,
STG-0007554,TXN-0005238,1,CUST-00475,PROD-0095,2022-01-26,1,11.35,0.0,0.8,Cash,In-Store,STORE-008
STG-0007555,TXN-0005238,2,CUST-00475,PROD-0088,2022-01-26,1,21.66,1.08,1.24,Cash,In-Store,STORE-008
STG-0007556,TXN-0005239,1,CUST-00477,PROD-0040,2022-04-08,4,75.34,0.0,24.1,Credit Card,In-Store,STORE-009
STG-0007557,TXN-0005239,2,CUST-00477,PROD-0033,2022-04-08,2,41.26,0.0,8.23,Credit Card,In-Store,STORE-009
STG-0007558,TXN-0005239,3,CUST-00477,PROD-0035,2022-04-08,1,36.41,1.82,3.07,Credit Card,In-Store,STORE-009
STG-0007559,TXN-0005240,1,CUST-00057,PROD-0058,2024-12-10,4,38.66,0.0,10.19,Credit Card,Online,
STG-0007560,TXN-0005240,2,CUST-00057,PROD-0081,2024-12-10,1,37.7,0.0,2.6,Credit Card,Online,
STG-0007561,TXN-0005241,1,CUST-00408,PROD-0058,2024-03-21,2,40.14,4.01,5.82,Debit Card,Online,
STG-0007562,TXN-0005241,2,CUST-00408,PROD-0012,2024-03-21,1,1405.17,70.26,124.5,Debit Card,Online,
STG-0007563,TXN-0005242,1,CUST-00185,PROD-0080,2023-08-23,3,16.86,0.0,3.8,PayPal,In-Store,STORE-003
STG-0007564,TXN-0005243,1,CUST-00017,PROD-0086,2023-12-18,1,21.53,0.0,1.5,PayPal,In-Store,STORE-006
STG-0007565,TXN-0005244,1,CUST-00226,PROD-0038,2023-11-06,1,66.46,0.0,5.77,Credit Card,In-Store,STORE-009
STG-0007566,TXN-0005245,1,CUST-00069,PROD-0075,2023-08-13,1,94.49,4.72,6.47,Credit Card,Online,
STG-0007567,TXN-0005245,2,CUST-00069,PROD-0052,2023-08-13,1,36.52,3.65,2.85,Credit Card,Online,
STG-0007568,TXN-0005246,1,CUST-00165,PROD-0092,2022-06-28,1,24.23,0.0,2.4,Credit Card,In-Store,STORE-010
STG-0007569,TXN-0005247,1,CUST-00089,PROD-0089,2022-03-12,1,16.73,0.0,1.13,Credit Card,In-Store,STORE-010
STG-0007570,TXN-0005248,1,CUST-00176,PROD-0060,2022-02-16,1,32.93,0.0,2.86,Debit Card,Mobile App,
STG-0007571,TXN-0005248,2,CUST-00176,PROD-0078,2022-02-16,3,16.11,0.0,3.05,Debit Card,Mobile App,
STG-0007572,TXN-0005249,1,CUST-00109,PROD-0091,2024-02-29,2,34.96,0.0,5.95,Credit Card,Online,
STG-0007573,TXN-0005250,1,CUST-00323,PROD-0058,2024-09-07,2,40.4,0.0,5.72,Credit Card,Online,
STG-0007574,TXN-0005251,1,CUST-00025,PROD-0040,2024-07-16,1,73.5,0.0,4.74,Credit Card,Mobile App,
STG-0007575,TXN-0005251,2,CUST-00025,PROD-0082,2024-07-16,1,48.7,0.0,4.61,Credit Card,Mobile App,
STG-0007576,TXN-0005252,1,CUST-00091,PROD-0032,2024-11-09,2,89.73,8.97,16.78,Credit Card,In-Store,STORE-007
STG-0007577,TXN-0005253,1,CUST-00058,PROD-0047,2024-05-16,1,123.52,6.18,10.38,Cash,In-Store,STORE-006
STG-0007578,TXN-0005254,1,CUST-00120,PROD-0090,2024-11-17,1,19.77,0.99,1.43,PayPal,In-Store,STORE-005
STG-0007579,TXN-0005255,1,CUST-00464,PROD-0080,2024-01-17,1,16.09,0.0,1.35,Debit Card,Mobile App,
